id,dialect
854984525566406656,LY
854984871365705728,LY
856069177311993856,LY
856076481390366720,LY
857252529448595456,LY
857930527319486464,LY
864403098386780160,LY
864409009247465472,LY
867052311851487232,LY
867053361203486720,LY
872472358749077504,LY
874688887209197568,LY
877188804456534016,LY
877833072615366656,LY
1016472012229890048,LY
1016474002909532160,LY
1016474477683671040,LY
1016477327910424576,LY
1016490671463641216,LY
1016497821158203392,LY
1016502359374090240,LY
1018239164993720448,LY
1018251107976515584,LY
1018932341744570368,LY
1019007766407667584,LY
1019341924996730752,LY
1019342285291614208,LY
1019343672771563648,LY
1019347100923031552,LY
1019728298321031168,LY
1019820016001257600,LY
1020132107811729408,LY
1020133092093308800,LY
1020452825590050816,LY
1022283816604446848,LY
1022288620504461184,LY
1022291745969774592,LY
1022998104847593600,LY
1024106500170678400,LY
1024108053430452224,LY
1024517913267634176,LY
1024834924908617600,LY
1026281912690720768,LY
1026283829819047936,LY
1028138559172222976,LY
1034563754405634048,LY
1034590647100035200,LY
1036010417842216960,LY
1036036287671795584,LY
1036039490488487936,LY
1036047731666636800,LY
1036058336842719232,LY
1036239686346452992,LY
1036240525572157440,LY
1036623787737968640,LY
1036642501065617408,LY
1036642966260146176,LY
1036679161673334784,LY
1036680958253195264,LY
1036682854930042752,LY
1036720033299345408,LY
1037040837203513216,LY
1037066894312923136,LY
1037072381263663232,LY
1037105502906457984,LY
1041481670837383168,LY
1041482426323795968,LY
1043185572184031232,LY
1044909181684404224,LY
1051459160662007808,LY
1052822876980695040,LY
1052847345514242048,LY
1052847787300319232,LY
1053709211673284608,LY
1053992345715257216,LY
1054985638242586624,LY
1055824885409349632,LY
1055830619484237824,LY
1056288330533486592,LY
1056288543251881984,LY
1056303357076390016,LY
1056438482279763968,LY
1057169942603292800,LY
1057172101570985984,LY
1057173057272451200,LY
1057192381525696384,LY
1057531833825587200,LY
1060071455432589184,LY
1060078973814820864,LY
1061556470733590400,LY
1061576477337100416,LY
1062733686595043200,LY
1064057640475611136,LY
1064083799108013952,LY
1064134344388751360,LY
1064579879776239616,LY
1064592671170338816,LY
1064598669834559616,LY
1065156812784185216,LY
1065171282591973376,LY
1065567799563689984,LY
1065585108957216768,LY
1067779977234530432,LY
1068040519140421632,LY
1068041568681164800,LY
1068279264917766016,LY
1068515176675241984,LY
1070328197949153152,LY
1124386147478720384,LY
1129859750852800384,LY
1134939463254237184,LY
1134942630838701952,LY
1174106794555269120,LY
1178033712522567680,LY
1007470136276799616,LY
1024412180249300992,LY
1030939593410002944,LY
1035256861275107200,LY
1047179198090150016,LY
1047180617945939968,LY
1047181032343187584,LY
1047247099581087616,LY
1052978577321455616,LY
1068502297280429952,LY
1076605584768749568,LY
1079866739435945984,LY
1084885847445516416,LY
1092895631759294464,LY
1094259255367094400,LY
1096144890315132800,LY
1119775182992957440,LY
909910124659134464,LY
911182091857129600,LY
914126490400378752,LY
914543739938406400,LY
917869199682400384,LY
919113283612930048,LY
923063999687782400,LY
925961173857685632,LY
926228175952195584,LY
928617033503297536,LY
928618845555908608,LY
931323251921321984,LY
931940093950087168,LY
931941800587165568,LY
932246396857737216,LY
932276937107689600,LY
937812231277904000,LY
943856212227055616,LY
946504592019386368,LY
948250479510867968,LY
948250624663216000,LY
948305631634776064,LY
949267202364100608,LY
949407852657069952,LY
951590652101447552,LY
951842665179570176,LY
951960715904147584,LY
951987160642617216,LY
952313293183561600,LY
953709003682480000,LY
954487946803142784,LY
954488292690530432,LY
954546654564241408,LY
954550260843479040,LY
954559057897185152,LY
954666953855119360,LY
954734370862051200,LY
954787957596147584,LY
954803920215400448,LY
954811994284150784,LY
955769205965705216,LY
955888094858895360,LY
955888673748340736,LY
956889693777428352,LY
956946545378844800,LY
956952012561797248,LY
956974226312974336,LY
957626346196390016,LY
957632089419079552,LY
957634572459675648,LY
957982253090590848,LY
958053506119819264,LY
958340471931228160,LY
959331292541341568,LY
959497744942497792,LY
962028095057399808,LY
962035913206284416,LY
962036067124764800,LY
962059764564819968,LY
962063588104978432,LY
962087161033084800,LY
962088990189997952,LY
962654458554535936,LY
962847953722454016,LY
962920366258704384,LY
964144533314424832,LY
964940095517266048,LY
976920587628175360,LY
980153373243658240,LY
980154901232791552,LY
981894879042207616,LY
989781419739287552,LY
989950895608745984,LY
989962461959938048,LY
989965275050266624,LY
990007430946967552,LY
990238495888367616,LY
990303813277020160,LY
990357675056738432,LY
990359737651924992,LY
995076537551654784,LY
997023078722035584,LY
997165922233340032,LY
1164573630996582400,LY
1164576264000278528,LY
1164577133517316096,LY
1164593188675424512,LY
1164818686089129984,LY
1164893553585217536,LY
1164895206094835712,LY
1164987996720050176,LY
1165038316846309376,LY
1165169412787376128,LY
1165183248181420032,LY
1165192040214335488,LY
1165207031680261888,LY
1165208102083420160,LY
1165275541525712896,LY
1165276612973289472,LY
1165328933413408768,LY
1165370897152258048,LY
1165379682738606080,LY
1165396629630980096,LY
1165402156603793408,LY
1165556263666761728,LY
1165658816102506496,LY
1165671170211028992,LY
1165707176599609088,LY
1165708416947544064,LY
1165708741041369088,LY
1165711898060500992,LY
1165859630678990848,LY
1166072575652499712,LY
1166072767042805760,LY
1166092377410408448,LY
1166506358763597824,LY
1166773347004407808,LY
1166773993417978112,LY
1166774361531068416,LY
1166777440561246208,LY
1166779884099821568,LY
1166780411617431552,LY
1166793285463154688,LY
1166796383560622080,LY
1166798225610878976,LY
1166813373910134784,LY
1166814068558258176,LY
1166818402792628224,LY
1166818912568336384,LY
1166827858473443328,LY
1166848672321196032,LY
1166854531235401728,LY
1167892026852921088,LY
1169029899560083712,LY
1169320516861210624,LY
1169527354978426880,LY
1169555271108177920,LY
1170232792527060992,LY
1171085109363187712,LY
1171762705922965504,LY
1172596131144110080,LY
1172623915140702208,LY
1172656140280303616,LY
1172781727854604288,LY
1172783263477374976,LY
1172833135974920192,LY
1173341706785304576,LY
1173568021509681152,LY
1173569123437207552,LY
1173583604464660480,LY
1173669539156037632,LY
1173932273231638528,LY
1173987377460797440,LY
1174010003021340672,LY
1174347031776825088,LY
1178199135666790400,LY
862431229081202688,LY
862764823590916096,LY
863453339949944832,LY
863456705304199168,LY
863755760324497408,LY
865628373199933440,LY
868178942003478528,LY
868180176269713408,LY
877604123952111616,LY
878069870461464576,LY
886724463982772224,LY
887676156257996800,LY
890351572940718080,LY
890623485193728000,LY
890691592146780160,LY
890694751829274624,LY
890696303801495552,LY
890961192306475008,LY
895002163780481024,LY
895002927278030848,LY
896529801535795200,LY
898514320228831232,LY
901359966728146944,LY
903381568399581184,LY
908612109507923968,LY
908823736513638400,LY
909907272775733248,LY
1155189304160849920,LY
1155190631708405760,LY
1155220048769945600,LY
1155221937376956416,LY
1155267771321769984,LY
1155268620538302464,LY
1155270113186275328,LY
1155415621552746496,LY
1155419096781074432,LY
1155451192408989696,LY
1155766714988146688,LY
1155776268052369408,LY
1155784795349291008,LY
1155785395738689536,LY
1155868388138393600,LY
1155892763478646784,LY
1155925537505701888,LY
1155955421753950208,LY
1156138150110158848,LY
1156141124970590208,LY
1156545005319839488,LY
1156557751025360896,LY
1156564709337903104,LY
1156648244413390848,LY
1156912423208673280,LY
1156967929218588672,LY
1157029210545950720,LY
1157604411084070912,LY
1157965561902567424,LY
1157970153310695424,LY
1158117964987731968,LY
1158120931291795712,LY
1158123881225510912,LY
1158124584413081600,LY
1158323379704750080,LY
1158327286028013568,LY
1158328495061250048,LY
1158389523430170624,LY
1158390275041112064,LY
1158476023954071552,LY
1158483919387463680,LY
1158491491364417536,LY
1158655341875408896,LY
1158655600919810048,LY
1158714269875281920,LY
1158721164535091200,LY
1158728879260995584,LY
1158729412789096448,LY
1158730371162411008,LY
1159019437028184064,LY
1159023859066122240,LY
1159035298443079680,LY
1159095633170579712,LY
1159114706302504960,LY
1159120545625104384,LY
1159188460839874560,LY
1159198883039338496,LY
1159200762976714752,LY
1159382542874796032,LY
1159466990140108800,LY
1159485157600124928,LY
1159488507099975680,LY
1159508249722466304,LY
1159536730359377920,LY
1159592254488621056,LY
1159746329670819840,LY
1159910840914649088,LY
1159912853383655424,LY
1159921876849876992,LY
1159929730365349888,LY
1159929990852599808,LY
1159933445386264576,LY
1159960559959400448,LY
1160138748337766400,LY
1160171635879682048,LY
1160172210973270016,LY
1160187286761431040,LY
1160208712704962560,LY
1160839216185729024,LY
1160840035958235136,LY
1160873996243668992,LY
1161397188846473216,LY
1162080494630133760,LY
1162080980812935168,LY
1162432129025921024,LY
1162437180494680064,LY
1162640098221015040,LY
1162648573378465792,LY
1162648796435812352,LY
1162702687072346112,LY
1162703912673140736,LY
1163766968299770112,LY
1163876788268871680,LY
1163905687656828928,LY
1163909856459481088,LY
1163910016371437568,LY
1164119897049354240,LY
1164207628299505664,LY
1164283063288942592,LY
1164572075505389568,LY
1150375461719089152,LY
1150382370056474624,LY
1150383440740651008,LY
1150386914098339840,LY
1150405067121598464,LY
1150406187491430400,LY
1150411709003251584,LY
1150412181684576384,LY
1150415393556750336,LY
1150457815162601600,LY
1150463540945391616,LY
1150495270653898752,LY
1150496479838167040,LY
1150497651898638336,LY
1150498421444419584,LY
1150525318001811584,LY
1150529852996554752,LY
1150546439786901632,LY
1150671902878441600,LY
1150683112101355648,LY
1150684206340739200,LY
1150699246519234560,LY
1150718149471293440,LY
1150733488087359616,LY
1150734596113346560,LY
1150743119383728000,LY
1150814510095249408,LY
1150818188990590976,LY
1150846231339552768,LY
1150882245550514176,LY
1150885249884270592,LY
1151061424728432640,LY
1151079840759648384,LY
1151122780206829568,LY
1151168362426359808,LY
1151183092612325376,LY
1151183452382859264,LY
1151208026805854208,LY
1151595661374164992,LY
1151598329832365952,LY
1151598485608833024,LY
1151599137969848448,LY
1151611483501072384,LY
1151787926109470848,LY
1151789259990454400,LY
1151800850727223168,LY
1151807041222205440,LY
1151813981998391168,LY
1151922004037177216,LY
1152118591170449408,LY
1152119278897942400,LY
1152492640337879040,LY
1152496579166769152,LY
1152498731742314368,LY
1152523354068402176,LY
1152529101045022848,LY
1152529975335104384,LY
1152582570082807808,LY
1152582753726214016,LY
1152861455936622592,LY
1152863731015135232,LY
1153247114522058752,LY
1153257039797374976,LY
1153257378210557952,LY
1153262769363398912,LY
1153269393771642880,LY
1153271044913938432,LY
1153273364556984320,LY
1153274959353061376,LY
1153343383362031616,LY
1153371913600847872,LY
1153375268431716352,LY
1153390831627362304,LY
1153621888733761536,LY
1153622248886087680,LY
1153633789224128512,LY
1153698479476285440,LY
1153768132244332288,LY
1153770021832810496,LY
1153779368684072960,LY
1153963875961905152,LY
1153967709681532928,LY
1153968640162697216,LY
1153970928298184704,LY
1153971081902010368,LY
1153971387708706816,LY
1153971775501406208,LY
1154002748377055232,LY
1154055606090653696,LY
1154298944240926720,LY
1154318077007470592,LY
1154320147710173184,LY
1154387973464612864,LY
1154500718146945024,LY
1154684831738953728,LY
1155068652351348736,LY
1155080372843110400,LY
1155086929525972992,LY
1155133631091892224,LY
1155161433040179200,LY
1141772898304237568,LY
1142145647421853568,LY
1142206138739564416,LY
1142375874177699840,LY
1142381585578320000,LY
1142497831128915968,LY
1142501595789299584,LY
1142503074050838400,LY
1142504605215010816,LY
1142510853226487808,LY
1142512117649674240,LY
1142513840489475968,LY
1142525782054592384,LY
1142874152879173632,LY
1143068667439132800,LY
1143119331242446848,LY
1143122685536493568,LY
1143125874511925248,LY
1143126022059155584,LY
1143166826228195200,LY
1143222857100607616,LY
1143419850242572416,LY
1143591653648809984,LY
1143616430245654400,LY
1143636249284161536,LY
1143642452257058816,LY
1143646153780682752,LY
1143647745359536000,LY
1143975423518420992,LY
1144250351694045184,LY
1144266428574576640,LY
1144273899431047168,LY
1144282031062491136,LY
1144282909286850560,LY
1144284359136092160,LY
1144309246739304448,LY
1144312832357470208,LY
1144323172478705664,LY
1144323717658492800,LY
1144376932202684416,LY
1144379703568076800,LY
1144382114311417984,LY
1144609375660720000,LY
1144747229481185152,LY
1144890424177434624,LY
1144898120154832768,LY
1144898375868997632,LY
1144908962787221632,LY
1144910515447222400,LY
1144911588153090048,LY
1144955136952942592,LY
1144964672472387584,LY
1144982360854794240,LY
1144997234985132032,LY
1145017922030624768,LY
1145022400108650368,LY
1145023418666037248,LY
1145027785796333568,LY
1145035754613219200,LY
1145042382234238976,LY
1145071203801030784,LY
1145095196100714368,LY
1145262264464879616,LY
1145275466141622400,LY
1145345796084306048,LY
1145361019566509952,LY
1145400861197308032,LY
1145413156568797184,LY
1145417435337691136,LY
1145438663079276416,LY
1145440910496468992,LY
1145640914385289216,LY
1145645892604764160,LY
1145650996577783808,LY
1149958422017794048,LY
1149959276280057984,LY
1149966394597003264,LY
1149976269607579648,LY
1149978293904596992,LY
1149991106475712384,LY
1149998783989735424,LY
1150003955377811584,LY
1150007067920535552,LY
1150008821630296064,LY
1150020591958864000,LY
1150044792992227200,LY
1150051161090772992,LY
1150056275243393024,LY
1150067578208956416,LY
1150089084615966848,LY
1150091079812882432,LY
1150106295254601600,LY
1150143441948553216,LY
1150149614286200832,LY
1150322720141451264,LY
1150323289807609984,LY
1150323619760877568,LY
1150324192639954944,LY
1150325679008944000,LY
1150328601042182016,LY
1135907073491734400,LY
1136034365958475776,LY
1136309766924460032,LY
1136309934478544768,LY
1136375809915203584,LY
1136378655649804416,LY
1136379362004148224,LY
1136397334412169216,LY
1136423217256681600,LY
1136477890776879232,LY
1136604371280650240,LY
1136604860714049536,LY
1136990297194409984,LY
1137047083813416960,LY
1137076271941394432,LY
1137326421976784768,LY
1137465864561860608,LY
1137475659767459840,LY
1137476645496004608,LY
1137690916821643264,LY
1137741289527697408,LY
1138129999209402368,LY
1138132663552958464,LY
1138220839021744000,LY
1138539042197442560,LY
1138562978066903040,LY
1138778395326763008,LY
1138803854517165952,LY
1138804880590745600,LY
1138810245130702848,LY
1138888577943781376,LY
1139114887370727424,LY
1139115910466297984,LY
1139200325385150464,LY
1139234569473970176,LY
1139234924626620416,LY
1139240470670974976,LY
1139240674996510848,LY
1139468761155670016,LY
1140215161409683584,LY
1140579679293906944,LY
1140598223721115648,LY
1140603934974722048,LY
1140620816444469248,LY
1140621603711148032,LY
1140622111876222976,LY
1140635260855738368,LY
1140636381254967168,LY
1140642141850537984,LY
1140644703093891200,LY
1140682169175744384,LY
1140693615511052416,LY
1140694626761871360,LY
1140697542977576960,LY
1140697880824619008,LY
1140701155242258432,LY
1140711122686873600,LY
1140762548020662400,LY
1140772109167337600,LY
1140773397309382784,LY
1140774273122021376,LY
1140923383368097792,LY
1140948311844765568,LY
1140949269517611008,LY
1141016542311866368,LY
1141021811964076032,LY
1141055690548633600,LY
1141063951175827584,LY
1141066053725884416,LY
1141066173150375936,LY
1141077194233524224,LY
1141260801346592768,LY
1141261902909202432,LY
1141289949716799616,LY
1141293651064172416,LY
1141319888390295552,LY
1141345104394895360,LY
1141348646811852800,LY
1141366186359316352,LY
1141380766749908992,LY
1141381312349167616,LY
1141641788836536448,LY
1141643254540251136,LY
1141644735041474560,LY
1141650810100768768,LY
1141687776066318336,LY
1141701187999281152,LY
1141702388048380032,LY
1141703536700469248,LY
1141703806989820032,LY
1141707937288720384,LY
1141712918578438016,LY
1141713634692874240,LY
1141772656162824192,LY
1150163244117626752,LY
1150167517643640832,LY
1150170869660049408,LY
1150181217448411136,LY
1151170856317587584,LY
1157705853434306560,LY
1086217219783184384,LY
1087560970174648448,LY
1090132978594922368,LY
1091960485812097024,LY
1092256377932787584,LY
1097065740736311168,LY
1097065853105901568,LY
1097395197770678400,LY
1101756755967688832,LY
1101979793174732800,LY
1115912591870767232,LY
1127732838260985984,LY
1132869536422727552,LY
1133082128445595648,LY
1133164705344819200,LY
1133250219607568384,LY
1133273492076417024,LY
1133398884775075840,LY
1133401666517110784,LY
1133412163006152832,LY
1133414926222004224,LY
1133422268992937984,LY
1133436314379005952,LY
1133453278170222592,LY
1133458262823776384,LY
1133463588184776832,LY
1133471449832939648,LY
1133526408154816384,LY
1133642114213007360,LY
1133660868040888448,LY
1133665838853251200,LY
1133673581068595200,LY
1133825453146419200,LY
1133838068098711552,LY
1133842872036417536,LY
1133952259426070400,LY
1134013735327149952,LY
1134052527308230784,LY
1134193167149031424,LY
1134288743542722560,LY
1134300490165080064,LY
1134409800274665600,LY
1134622652876939264,LY
1134696433041497984,LY
1134790880743829632,LY
1135085737387409408,LY
1135347111241879552,LY
1135386168512712832,LY
1135430166795214848,LY
1135432108166516736,LY
1135531627411628032,LY
1135590867367026816,LY
1135778435517886464,LY
1135778944765108224,LY
1135872512758337536,LY
1135897209491402752,LY
1135999963048087552,LY
1136054386424188800,LY
1136218582059278336,LY
1136239739324051584,LY
1136361447569711232,LY
1136589208804614016,LY
1136592702898917376,LY
1136654710918787200,LY
1136663838881931264,LY
1136686327783743616,LY
1136686840017297408,LY
1136734873253814400,LY
1144124993053306752,LY
1144464327073624064,LY
1144505266228137984,LY
1144721810832994432,LY
1145273380431696000,LY
1145280283270418432,LY
1145499047081517056,LY
1145739677271543808,LY
1146018437703045248,LY
1146780301626085376,LY
1146860743775654016,LY
1147098749837238400,LY
1147437005309132800,LY
1147449402153406464,LY
1147515639701094400,LY
1147526729516376064,LY
1147567985898459136,LY
1147596115455299584,LY
1147620057071202432,LY
1147824487213256832,LY
1147826504904167424,LY
1148291221699408000,LY
1148356882328883200,LY
1148650610872463360,LY
1148734838402355200,LY
1148932472341716992,LY
1149635844031910016,LY
1149977345702465536,LY
1149991540590350336,LY
1149993688866729984,LY
1150068643906150400,LY
1150095804671156224,LY
1043942111320702976,LY
1043955966314795008,LY
1043957468487987200,LY
1043965138800455552,LY
1043976533352877952,LY
1043996631144771584,LY
1044021189587476352,LY
1044148067346391040,LY
1044334542402801664,LY
1044343118609481600,LY
1044350073243611136,LY
1044376789198548992,LY
1044402443784769536,LY
1044559850875887616,LY
1044695347501641600,LY
1044736855936303232,LY
1044740061282144384,LY
1044797882015142016,LY
1044803272048087040,LY
1044928929834905600,LY
1044976738374160384,LY
1045057226577195008,LY
1045088869832707968,LY
1045379506121437184,LY
1045478554161598464,LY
1045637046784716800,LY
1045687925889994752,LY
1045746161729056768,LY
1045827214216957952,LY
1046008432699101184,LY
1046039763340472448,LY
1046043338263146368,LY
1046074686428385152,LY
1046321456957853568,LY
1046552628333891584,LY
1046558081424003200,LY
1046752031166398464,LY
1047100459545186432,LY
1047204303759442048,LY
1047498335140106240,LY
1047548830084976640,LY
1047607573669658624,LY
1047637612243107840,LY
1047835446397620224,LY
1048309473255800832,LY
1048602511333117952,LY
1048628021656276992,LY
1048891192233132032,LY
1048931774565367808,LY
1048935305099845632,LY
1049020217068871552,LY
1049047094898688000,LY
1049057956229251200,LY
1049285399384903552,LY
1049335974168281216,LY
1049400369875439616,LY
1049404142219870208,LY
1049407361968791552,LY
1049561160205422592,LY
1049768309091168384,LY
1050176657129185152,LY
1050348752865816576,LY
1050443568471572352,LY
1050774825860571136,LY
1050837520982953984,LY
1051025855177269248,LY
1051746402886451200,LY
1052939017925394432,LY
1057795310779555840,LY
1057795586265698432,LY
1057796989348466816,LY
1057797173050515584,LY
1058399424936841216,LY
1059564440629207040,LY
1061250339301703552,LY
1065516146143740032,LY
1070263209729372160,LY
1071510743642718208,LY
1071730811546812416,LY
1072113853411016832,LY
1073121278670851968,LY
1073693861241859968,LY
1073875253162598400,LY
1073892663156465664,LY
1076327082941210624,LY
1076327510659481600,LY
1076381306852904960,LY
1076615618839932800,LY
1077525265910321152,LY
1077607987102056448,LY
1078431199532584960,LY
1078609337818534016,LY
1078737204418097152,LY
1083376919691837440,LY
1083404715319312384,LY
1084224449203892224,LY
1084532548078878848,LY
1084659148065857536,LY
1085021132045107200,LY
1086022778715811840,LY
1034847422659391616,LY
1034850890077941760,LY
1034937913254076416,LY
1034954810880143360,LY
1035138289106407424,LY
1035161369237180416,LY
1035187302740443136,LY
1035212846290940032,LY
1035243252230905984,LY
1035259136672444416,LY
1035269201706053632,LY
1035377179884961792,LY
1035402185713102848,LY
1035476390341238784,LY
1035486811638956032,LY
1035506877394821248,LY
1035543902491734016,LY
1035623766963970048,LY
1035630503574077440,LY
1035652387262881792,LY
1035855863066620032,LY
1035868452454588416,LY
1035960590748004352,LY
1035973025110388736,LY
1035977061528158208,LY
1035986643709247616,LY
1035996348263411584,LY
1036047131948269568,LY
1036073369651822592,LY
1036178641569362048,LY
1036190961582448640,LY
1036199607263473664,LY
1036263202852663168,LY
1036266052706033664,LY
1036274609954410368,LY
1036319553456722048,LY
1036352678417367040,LY
1036372880370684032,LY
1036402538092875776,LY
1036406042811412352,LY
1036684719658815616,LY
1036694372480368640,LY
1036726666331086848,LY
1036742919758209024,LY
1036771790058610816,LY
1036795599532765184,LY
1036802744399609984,LY
1036806597245382784,LY
1036951992202080384,LY
1036962336676958208,LY
1036964443370999808,LY
1037012813330493440,LY
1037014320327151616,LY
1037119304825794560,LY
1037317974909247616,LY
1037318087408869376,LY
1037432661529247616,LY
1037453098015514624,LY
1037536580087500800,LY
1037537164341534848,LY
1037537973410123776,LY
1037659199067418624,LY
1037681085025595392,LY
1037752502693912576,LY
1037789608346624000,LY
1037789808133844992,LY
1037803604760043648,LY
1037892066976694400,LY
1038388455565418368,LY
1038389997148270592,LY
1038445080183537664,LY
1038882539602145152,LY
1039273610232381440,LY
1039274428557918208,LY
1039660178667437952,LY
1041312000096313216,LY
1042370597945266176,LY
1042457301997813760,LY
1042483252005617664,LY
1042521913497661440,LY
1042550510946070400,LY
1042722489695199232,LY
1042770084392067200,LY
1042798099369009152,LY
1042936677914828800,LY
1043126984057020416,LY
1043140023741304832,LY
1043153451486732416,LY
1043191276882014208,LY
1043198798774841216,LY
1043201623747690368,LY
1043273013532282752,LY
1043307945545621632,LY
1043324527206428800,LY
1043516584592064384,LY
1043531004395368448,LY
1043534136915443584,LY
1043554100049252352,LY
1043631769940054016,LY
1043895419330318336,LY
1011132038299246592,LY
1011912640350900224,LY
1011983851336486784,LY
1012110436223897600,LY
1012609856195452800,LY
1012780583636881408,LY
1012802181433647232,LY
1012817796860928000,LY
1012925136884858752,LY
1013051037694025600,LY
1013502360138764416,LY
1014052032179732352,LY
1014250147839184768,LY
1014415906263486464,LY
1014426385828466816,LY
1014783118270705664,LY
1014787381579407360,LY
1015153117548236800,LY
1015555000829927424,LY
1015697056961265664,LY
1015794436507426816,LY
1016072097276350464,LY
1016103059360026624,LY
1016281554711122048,LY
1019625309270921216,LY
1019890389547970560,LY
1019917197567815552,LY
1019952057724305408,LY
1020013237914558464,LY
1024384025446822016,LY
1024644487530901632,LY
1026291026045087616,LY
1026764549171671040,LY
1027010262153547776,LY
1027118843490128000,LY
1027205464797454336,LY
1027541333819441152,LY
1027971113429749760,LY
1028023602149556224,LY
1028230371454988416,LY
1028258778259615616,LY
1029029631339516032,LY
1029080537728729216,LY
1029146953295310848,LY
1029447236026028032,LY
1029515893074788352,LY
1029715170485051392,LY
1029761315672338432,LY
1029819875852800000,LY
1030072351990407168,LY
1030143995400388608,LY
1030379690719109248,LY
1030490544487755776,LY
1030532659963993984,LY
1031135177588785152,LY
1031308656372015232,LY
1031316186217283584,LY
1031594193632804864,LY
1031727416216039424,LY
1031982431145009152,LY
1032058487612813184,LY
1032607750189145984,LY
1032743091348926464,LY
1033286951011590016,LY
1033649482943131648,LY
1033673877317202048,LY
1033763897143111552,LY
1034117056898236416,LY
1034189288391553024,LY
1034340657991700352,LY
1034395966080733184,LY
1034417972151025664,LY
1034449086500536448,LY
1034478548688490368,LY
1034486688314212352,LY
1034510601920368640,LY
1034594941434048384,LY
1034604491872587776,LY
1034613165999501184,LY
1034737087319367552,LY
1034780960158613632,LY
1034793764332683264,LY
1034840152928071552,LY
1034842667836948352,LY
993561172929667200,LY
993630281893597184,LY
994192448548167552,LY
994894371576217600,LY
995020391994331136,LY
995236835751334016,LY
995256308210290816,LY
995511991841193984,LY
997481620356653056,LY
997878846778150784,LY
998164762826625024,LY
998343315471945600,LY
998807545484599168,LY
998962205965062016,LY
998976433241378816,LY
999147349510443008,LY
950327279967703040,LY
950504384592523264,LY
950850514652156032,LY
951507931366940800,LY
954074702028394368,LY
954464013416624000,LY
954804310541561984,LY
955242014316081152,LY
955317643338289152,LY
955422838869188608,LY
955688053238063232,LY
955779634490232832,LY
956091936263299200,LY
956287027171024768,LY
956287670203965440,LY
956982599926337536,LY
957035912931704832,LY
957346002620637184,LY
957953341673308160,LY
958119247741378560,LY
958149014389653632,LY
958228534262140800,LY
958328623634768000,LY
958459674872963200,LY
958493777538240384,LY
958784489668432000,LY
958879382784892800,LY
959258741093879808,LY
959770409376931840,LY
959794412242046976,LY
960352111656689664,LY
960500779621732352,LY
960534198271528960,LY
960994812127309824,LY
961038758295605248,LY
961240571150065664,LY
962340389674987648,LY
963056217588469760,LY
963195004167557248,LY
963917084852932608,LY
964335670956380160,LY
964349249940082816,LY
964381906782441600,LY
965280665880186752,LY
965619694496636800,LY
965634256792846336,LY
970985553456967552,LY
972815890097037184,LY
973134230032211968,LY
973649856525893632,LY
974968781645799424,LY
